text,label_words,label_numbers
미친거아님?,profanity,[2]
ㅅㅂ 진짜 좆버러지새끼들 다 모였네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
씨발 세금도 안내는 개새끼들,profanity,[2]
문재인 혐오하고 북한 혐오하는 여자 개 많은데 맘충이라고 꾸역꾸역 쳐 적어서 여혐 일반화하는 좆멍청한 빡대가리 새끼.,profanity,[2]
ㄹㅇ 좆병신새끼들 차별받는게 아니라 그냥 지들이 좆병신호구새끼들인거임,profanity,[2]
예금보다 더 먹자는 생각으로 안전하게 우량주 사면 돈벌었을텐데병신같이 머리나쁜게 욕심이랑 생각만 많아가지고 단타존나치니까 잃지ㅋㅋㅋ,profanity,[2]
일베 컨셉질과 ㄹㅇ 병신을 구분 못하면 저리 됨,profanity,[2]
아무튼 씨발 쓰레기 새키들 ㅉㅉ,profanity,[2]
씨발새끠......,profanity,[2]
짤 씨발 ㅋㅋㅋㅋㅋ,profanity,[2]
좆팔 눈에 띈다고 한새끼 양씹치새끼일듯,profanity,[2]
와 씨발 여기까지 똥내나노,profanity,[2]
"돈주고 씹질한게 뭔잘못이냐 ㅇㅈㄹ하네ㅋㅋㅋ 불법이면 잘못이지 등신아ㅋㅋㅋㅋㅋㅋ 사람 죽여놓고 ""사람좀 죽일수도있지 뭔잘못?"" 이럴새끼네 이거",profanity,[2]
"저렇게 사고난후 앞차는 경찰올때까지 기다려야하냐 아니면 유턴해서 그냥 가도 되는거냐그냥가면 갔다고 지랄, 기다리면 본인도 잘못있는거 알고있으니 기다린거 아니냐고 지랄할텐데",profanity,[2]
머가리좆물차뿟노 별 해괴한 스까를 다 보겠노,profanity,[2]
아씨발 그냥좀 제발 꺼져 우리나라우리나라하지말고,profanity,[2]
지랄도 저정도면 병아닌가?,profanity,[2]
시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
저 찐따새끼 뒷감당 어떻게 하려고 모든일본인을 씹쓰레기로 만드는 진술을 하노ㅋㅋ 고양이를 누가 처먹어 ㅋㅋ,profanity,[2]
민족 겨례를......................... 씨발진짜,profanity,[2]
둘다 병신이네 그냥,profanity,[2]
35초~ 레전드네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ씨발 콘서트냐 무슨ㅋㅋㅋㅋㅋ아 존나웃기네,profanity,[2]
에휴 한숨밖에안나온다 시발 이런거 볼때마다 살기싫어진다,profanity,[2]
으 발암물질들,profanity,[2]
이새끼 왠지 산스크리트어도 많이 찾아봣을듯 ㅋ 근데 내용이 전부 겉 핥기식이라 딱히 신뢰는 안가네,profanity,[2]
지금도 헬인데 저새끼들 창궐하면 그냥 아수라장임,profanity,[2]
자기 나라 개좆같다고 도망나와서는 자기 나라 개좆같은 꼴 똑같이 만들자고 시위하는 씹병신새끼들,profanity,[2]
남친 에비가 들이대?ㅋㅋㅋㅋㅋㅋ 이게 존나 소설이지,profanity,[2]
철수야 싫어할 권리도 있다며 이건 뭔 또 개소린ㅑ,profanity,[2]
병. 신.  육갑떤다에 한표!,profanity,[2]
저때 진짜 일베 전성기라 개똘아이들 게시글 너무 많았지.5분안에 일베 못 가면 열페이지 뒤로 밀려서 일베 절대 못 가던 시절,profanity,[2]
그러니깐 외국사는 새끼들이 한국와서 존나 잘먹고 잘사는거 아니냐 맨날 밤늦게 새벽까지 술처먹고 돌아댕겨도 안전한 나라가 한국말고 또 있냐 이미 거기서 끝임,profanity,[2]
20만원 ㅋㅋㅋ 미친새끼 ㅋㅋㅋㅋ,profanity,[2]
시험지는 합격인데. 답안지가 병신이네 나도 한남인데 뭐 어쩌라고?,profanity,[2]
열등감 가득한 돼지들,profanity,[2]
불쌍한 마약상에게도 지원금 줘라 씨발롬들아,profanity,[2]
아진짜 시발새끼들,profanity,[2]
아가쨩 씨발ㅋㅋㅋㅋㅋㅋ 처울지마라 개 좆같노,profanity,[2]
역시 찐따는 화낼때도 좀 찐따 같음,profanity,[2]
솔직히 2000년대 제일 파급력 큰 한국정치인은이인제 저 씹새끼일듯,profanity,[2]
뭔씨발 종교가 다되었네,profanity,[2]
난 씨발 어떻게 된게여자형제도없지여자친구도 없지전여자친구도 없지썸녀도 없지여자사람친구도 없지어떻게 씨발이러지 그냥 팔자인가하고 평생 이렇게 살아야되나 씨발 ㅠㅠ,profanity,[2]
당연한거지 ㅅㅂㅋㅋㅋㅋ 의사가운입고 직업 물어보면 전부 의사라하겠지ㅋㅋ,profanity,[2]
인정하노 누가 개소리를 지껄이노,profanity,[2]
왜 여기다 지랄임? 방구석 여포임?,profanity,[2]
시밸럼들ㅋㅋ 그리 남조선 남조선 이지랄하더니 지들사는곳이 조선시대네 ㅋㅋ,profanity,[2]
와 진짜 미쳣네,profanity,[2]
"근데 차가 존나 신기한게예전에 어떤새끼 이중주차에 사이드걸어놔서 개빡쳐서 발로차니까 쑥 들어가더라고 sm5,근데 또 다른 무슨 일로 이새끼가 내 얼굴 사진찍으면서 죽인다고 하길래 해결본 다음에 그새끼 에쿠스 발로 존나 찼는데 그건 또 멀쩡하대",profanity,[2]
씨발 뒤졌을대 기다리기 싫노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
시발...?,profanity,[2]
한국사람이기 싫으면 뒤지면 돼지 씨발새끼들이 계속 징징대네 나는 한국인인게 행복하다,profanity,[2]
개씨발추천갑툭튀해서 뭔가했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팝콘처먹을수도있지 시발 ㅋㅋㅋㅋㅋㅋㅋㅋ 제일 재밌는 3대 구경중에 하나가 싸움인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
극혐주의병신아,profanity,[2]
아니 도대체 저딴놈들을 왜 못잡음?,profanity,[2]
하 씨발 진짜 저새끼 누가 안죽여주나,profanity,[2]
좆팔 다 재기시켜야하노,profanity,[2]
학폭 피해자인줄 알앗더만 가해자??? 저런 놈은 태생이 병신어네,profanity,[2]
방구석 병신들 개소리 ㄴㄴ진짜 인터넷의 폐해다.. 병신들이 개소리만 하고 있어.,profanity,[2]
제목에 혐오 달라고 ㅁㅊㄴ아!!,profanity,[2]
평등같은거 좆도 관심없고 지 손해본거 생각밖에 안함. 평등하지 않은건 지들도 아는데 이권놓칠까봐 입터는거,profanity,[2]
"이부진사장님, 저 그지새x 2억만 줘서 일본으로 쫒아주세요~",profanity,[2]
야 시발 얼마나 보상해달라고 해먹을라고 여기서버티는지 니들이아냐 ㅋㅋㅋ취재나와봤어?,profanity,[2]
그런 걱정 전혀 없게 생긴 얼굴인데뭔 걱정이고 씨발,profanity,[2]
이게 뭐라고 술렁대 개ㅄ같은 새끼들;; 10선비새끼들 아니랄까봐,profanity,[2]
좆팔 미쳤노 웜에서 혐애 소리하는 개돼지들이 아직도 있노? 윾입들 웜 스탠스 흐릴거면 커뮤가라이기,profanity,[2]
ㅅㅂ 디져라...,profanity,[2]
진짜 존나 병신같다,profanity,[2]
좆같이 생겼네 진짜 목이 좆기둥처럼 생겨서 하는말임 ㅎㅎ,profanity,[2]
일단 선처같은거 해주지마라 인실좆,profanity,[2]
길가다 삭발한년들은 줘패도 된다는 법안이 필요하다. 씨발년들,profanity,[2]
후팔놈들이 오냐오냐 해주니 버르장머리 없어짐,profanity,[2]
지랄하네 ㅋㅋㅋㅋㅋ,profanity,[2]
시발 누가 노짱으로좀 달려라,profanity,[2]
저 병신들은 뭘 알고 아는척하는걸까 아오 진짜 갈아버리고 싶다,profanity,[2]
진짜 일베를 하면서 궁금한거 딱 하나있는데 우리나라는 초등학교랑 중학교까지 의무교육아니냐?어떻게된게 이 앰창히키찐따 일게이새끼들은 매우 기초적인 맞춤법도 맨날 틀리고 모르냐 씨발 진짜 궁금함,profanity,[2]
성경만 쳐 안읊었으면 일베였다 병신 ㅋ,profanity,[2]
사실만적어놓고 그렇다/아니다 ㅇㅈㄹ ㄷㄷㄷㄷ,profanity,[2]
부모 잘만나서 고생없이 존나 편히사네 ㅅㅂ,profanity,[2]
원사 소위는 레전드다 ㅅㅂ대사 대 외움,profanity,[2]
저새끼들 진짜 죽여버리고싶다,profanity,[2]
말년휴가 나왔더니 북괴놈들이 포를 쏘고 전역 전날까지 총 매고 있어야 하고 ㅅㅂ,profanity,[2]
비친씨발ㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
갈수록 씹창되가는 나라ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
ㅗㅜㅑㅅㅂ3ㅂ,profanity,[2]
야이 개새끼야푸틴이랑 진핑이가 이글보고 눈치깟잖아 아오 ㅅㅂ,profanity,[2]
역사를 잊은민족은 줫도 없다면서? 이제 진짜 돌이킬수 없다.,profanity,[2]
좆팔ㅋㅋㅋ부엉이바위가부른다에서 허벌웃엇다이니야,profanity,[2]
지금 나라 씹망하고 있는거 체감이 안되는 빡대가리 새끼들 아직도 많은 거 같은데 ㅋㅋㅋ 한 10년 20년 지나면 진짜 볼만할거다. 강건너 불구경 개꿀일듯 ㅋㅋ,profanity,[2]
이 새끼들이 할줄 아는게광주사태 세월호 반일 딱 3개임,profanity,[2]
씨발 ㅋㅋㅋ,profanity,[2]
짤 개 좆같노 ㅆㅂ 존나 좆같이 생긴것들이,profanity,[2]
돈 좀 있다고 일베에서 남 도와준다고 유세떠냐 씨발럼아 ?? 는 훼이크고 ㅠㅠ,profanity,[2]
트럼프가 되라 무조건 시발새끼들,profanity,[2]
압구정에 광림교회랑 바로 옆에 압구정 성당 보면서 저 땅만 팔아도 도대체 얼마일까 가늠이 안가더라 ㅅㅂ,profanity,[2]
술쳐먹었으면 디비자던지 어데서 똥글싸노. 느그 애비가 니한테 물려줄 자산으로 처녀따먹는거 구경이나 해라 병신아. 느그애미는 칠처고.,profanity,[2]
저개새끼 부관참시할수도 없음ㅋㅋ가루새끼랔,profanity,[2]
시발 존나웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
아시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
보력 한번을 안오냐 혼자 아이디 돌리기 앵나 힘드노 좆팔,profanity,[2]
씨발;;사람이냐?,profanity,[2]
미적 가치가 아니고 기본적인 청결만 ㄹㅇ 후팔,profanity,[2]
인두껍을 쓴 원숭이 새기 상상만 해도 극혐 ㅋㅋ,profanity,[2]
ㅅㅂ 드립이아니라 진짜였네,profanity,[2]
아 좆팔 육성으로 욕나오노,profanity,[2]
아씨발 존나 웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
돌았네ㅡ걍 사형시키라ㅡ미친 ㄴ,profanity,[2]
ㅂㅅ 인증ㅋㅋ,profanity,[2]
또또 김씨새끼들 존나게 아는척하는거봐라ㅋㅋㅋㅋ,profanity,[2]
와시발 ㅋㅋㅋㅋㅋ 존나오랜만,profanity,[2]
매국노 시키,profanity,[2]
하 시발 내가 낸 세금을 ㅈ같이 쓰고 있네난 결혼도 안할꺼라 내 아내 내 딸 생각해줄 필요도 없는데시발꺼 개 빡치네,profanity,[2]
성희롱이나 쳐하는 좆거러지들이 스밍은 니비 ㅋㅋ,profanity,[2]
좆대가리 막굴리는 병신새끼들은 감방에서 현실감각좀 길러야지,profanity,[2]
지랄하지마 등신아,profanity,[2]
읽으려는데 도저히 못 읽겠다엔터의 미학좀 길러봐라 새끼야,profanity,[2]
씨발 이딴게 재밌냐,profanity,[2]
브금 시발 깜짝이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2]
뭐냐 정확한 팩트도 없이 댓글 하나 딸랑 스샷찍고 '난 저거 사실이라 봄' 써놓고 그걸 토대로 글을 쓰네?? 노망났냐 병신아,profanity,[2]
이새끼 성추행 발언 존나 했구만 ㅋㅋㅋ그러니까 지가 쓴 댓글에 대해서는 언급안하지,profanity,[2]
80년대는 니기미 ㅎㅎㅎ 좆도 모르면 그냥 닥쳐~~~,profanity,[2]
지럴 그만해라.문당선 백퍼다.니덜이 깜깜이 여론조사 안봐서 그런다.난 지인 통해서 봤다.게임 끝이다.,profanity,[2]
기왕 좆된거 한개 더 좆된다고 뭐 있겠니? 거하게 조지는것도 나쁘지 않음. 돌아올 수 없을지 모르지만,profanity,[2]
한지민은 그렇게 이쁜얼굴은아닌거같은데?,Appearance,[3]
공놀이나 쳐하는게 뭐 벼슬이라고 ㅋㅋ 김치남 한남들 못생겼으니깐 즈그들끼리 빨아대는거보소 ㅋㅋ,Appearance,[3]
여자에 매력은 긴 다리와 아담한 엉덩이 그리고 큰 가슴에서 나온다 ㅋ 이효리는 얼굴 외에는 여러모로 아쉽다,Appearance,[3]
고현정 배되지가 불러서 그런행동 하는거지돈이 아쉬워서 하는것도 아니니 지맘에 안들면 무뢰한짓 하는거지 뭐가끔 얼굴 까먹을까 드라마 뜨문뜨문 등장하고그냥 접고 동남아나가서 살아라 얼굴도 못생긴게 지꾸 방송탈라고하네,Appearance,[3]
올해 안에 꼭 자살해라 존못새끼야 ㅋㅋ,Appearance,[3]
와 씨발 진짜 성형했네.관심있게 봤음 충분히 이상하다고 느낄 부분이였는데...진짜 노짱은 그래도 성형한다고 솔직히 말하고(지 눈썹찔린다고 안검하수..) 했는데이새낀 다 역겹네. 거짓말이 아예 베었어 퉷,Appearance,[3]
저못생긴 적폐형제 안보게되소 좋다,Appearance,[3]
진짜 본인애니보고 딸치게 생긴 씹덕 얼굴상 얼굴깐글에 욕도 박을수있으니 김치응딩이 ㅅㅌㅊ,Appearance,[3]
얼굴좀 어떻게 모자이크라도제발 부탁드립니다 밥맛없어요,Appearance,[3]
설리 그만좀 괴롭혀라 못생긴 안이쁜 뇬드라,Appearance,[3]
구혜선 안재현을 너무 사랑하네...꼭지도 못생긴게,Appearance,[3]
그냥 한석원쌤 같은 리버스 투블럭 틀딱들만 보다가 얼굴 좀 예쁜 여자쌤이 가르치니 한남들 발정나서 보는거임,Appearance,[3]
발손무릎만 멍이 왜 생기냐ㅋㅋ 두들겨 패면 얼굴하고 배에 멍 생기지ㅋㅋ,Appearance,[3]
성형증세같은데 엣날얼굴이 전혀 없음 인조티,Appearance,[3]
하승진은 항상 권투 10라운드까지 간 선수 얼굴을 하고있다.,Appearance,[3]
키작고 못생겨도 연예인만하면 나이어리고 이쁜 여자들 줄줄 따라다닌다 그리구 같잖은 사업도하고 ㅋ,Appearance,[3]
효린아 이쁘고 잘나가는 니가 참아라 저런 면상도 못 까서 뒤에서 징징대는 쿵 쾅이들 뭐할려고 상대하냐 인생패배자들 지금와서 삥뜯어볼려고 에라이 ..캬~~~악~~~~퉤슈,Appearance,[3]
갑상선항진증이라 눈튀어나온거 고쳐진거라 하잖아요. 그병이 얼굴고 붓고 그랬을텐데 다 빠진걸테고 .... 눈들어가는 성형도 있소??,Appearance,[3]
엥 이쁜데? 달라보인다ㅋㅋ 외모로는 이미 배우지,Appearance,[3]
여성 외모 가지고 이러쿵저러쿵 평가질 하지 말라던 분들이 아주 신나셨네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ돌려까고 대놓고 까고 난리났네ㅋㅋ 진짜 수준 떨어져서ㅋ,Appearance,[3]
여자 면상을 보니 천달러도 많이 책정한거 같은데?,Appearance,[3]
여자 몸매 오지네. 남자는 외모가 좀 딸리네,Appearance,[3]
여자나이 38이면 거의 썩은고기 수준임..겉은 번드르르 화장해도 다티남,Appearance,[3]
여자는 그냥 얼굴이야.. 아무리 돈이 많아도 감정은 절대로 안생기거든 남자는 여자얼굴 절대로 포기안한다,Appearance,[3]
여자들얼굴 죄자부담 스럽지 ㅡㅡ 성형을 해서그런가 ㅡ다이상하게생김 ㅡ이번시즌은 이필모 부인 처럼 자연스런얼굴 이 없네,Appearance,[3]
아무리 공인이기에 행동을 더 조심해야하는건 이해하지만 무슨이유든 성형하는것 까지 대중의 허락을 받아야하는건가요? 휴 진심 피곤하겠네요 구하라씨 ㅜㅜ,Appearance,[3]
에휴.... 한심한 놈. 그 외모와 연기력 가지고 똑바로 행동했으면 박보검을 이을 차세대 배우가 됬을텐데.... 지 복을 지가 차버렸네.,Appearance,[3]
아니 돈도 많을텐데 온라인에서 말고 직접 가서 응원좀 하던지...난 정말 경비만 있었음 가서 일정대로 따라 다니며 응원하고 싶던데....,Appearance,[3]
성형할때부터 뭐지 싶었는데.... 은근 자존감 낮나 봄. 근 10년간 세계를 재패한 빙상 여왕이라 외모따위 개나 주라고 해도 수긍x1000만번 할 판국인데 성형하고 남친이 강남.,Appearance,[3]
서현숙 색기오지긴하는데 화장을너무심하게햇어ㅋㅋ,Appearance,[3]
설리 그만좀 괴롭혀라 못생긴 안이쁜 뇬드라,Appearance,[3]
성광이 성공했네 이런댓글은 지금 여혐하시는건가요? 외모가 전부가 아닌데 여혐은 자제해주시길 바래요!!,Appearance,[3]
성형 안하고 저 정도면 이쁜거 맞지~,Appearance,[3]
성형왜하지 더 이상해졌네,Appearance,[3]
성형으로 화장으로 속고 자식낳으면 또 통수 ㄷㄷ,Appearance,[3]
성형전에 진짜 인상 좋고 예뻤는대,Appearance,[3]
존못... ㅠㅠ,Appearance,[3]
얼굴 못생긴 오크들 또 댓글에서 열폭하네.,Appearance,[3]
아니 성형을 했으면 또 왜?하 김치년들 진짜 느그도 성형좀 해라.못봐줄정도니까,Appearance,[3]
어이쿠야 방예담 얼굴이... 성형이라도 시켜줘라. 저 얼굴로는....,Appearance,[3]
넌 면상을 들이댄게 죄여남친이랑 그란짓꺼리하고 다시 얼굴 내미는게 죄지반성하는척 하는것도 죄지너도 정준영꼴 날듯,Appearance,[3]
다른건모르겟고재미가없다 이상민얼굴에 웃음기도없고 멍때리거나 크라잉랩이나하지,Appearance,[3]
넌 얼굴만 됐어도 대성했을텐데 너무 여자가 세보여서 ...,Appearance,[3]
성형했냐? 눈깔이 다르네,Appearance,[3]
탈 코르셋이니 어쩌니 하면서 여자를 사회적 틀속에서 꺼내달라더니 이혼남이랑 결혼 왜하냐고 하네ㅋㅋ 아니 이혼남이 무슨상관이고 여자는 조신하게 돈많은사람은 무조건 걸러야함? 진짜 외모지적하는거보면 역겹네.,Appearance,[3]
논란이잇엇던 슈퍼맨이 화제 인기프로로만들엇든게 쌍둥이때문인데 프로가 인기가잇으니깐 어느 대한민국만세인지 매국 금수저 못생긴삼둥이가 처나와서 밥숟가락만 언져먹고나갓지 ㅋㅋ,Appearance,[3]
펭수가머가귀엽노?? 얼굴이노무하얗고 눈은무섭고 입도이상한데..,Appearance,[3]
이쁘네 ㅋㅋㅋ 오크먜갈년들 또 심통난거냐 ? 왜 ㅂㄷㅂㄷ 욕하고난리냐 ㅋㅋㅋ 하긴 니네면상은 견적이안나오니 ㅋㅋ,Appearance,[3]
얼굴 못생긴 오크들 또 댓글에서 열폭하네.,Appearance,[3]
진심 못생겼다...ㅉㅉ,Appearance,[3]
상식적으로 생가해봐 조재현 처럼 잘생긴 배우가 뭐가 아쉬워 성폭행 하냐? 뇌가 있냐 꼴페미년들아 한 남들은 전부 못생겻다며? 그럼 잘생긴 조재현은 떠 받들어 줘야 정상이지,Appearance,[3]
어쩐지 1위부터 와꾸가 빻고 나머지들 와꾸가 개빻았길래 이게 아이돌이야 싶었는데 이유가 있었군.근데 3랑 4는 투표수까지 조작이라 실질범죄지만1이나 2도 카메라분량이나 캐릭터 잡아주거나 이런것들 청탁 있었을 거 같은데.,Appearance,[3]
아무리 돈 많이도 못생기면 비우ㅣ상해서 ㅠㅠㅠ,Appearance,[3]
아이돌 치고는 외모가 너무 떨어져서ㅠ,Appearance,[3]
아팠던건 아팠던 거고. 성형도 했잖아요. 거짓말은 맙시다. 대중을 바보로 아나..—;;,Appearance,[3]
애들와꾸 어쩔꺼냐 하긴 돈이 많으니 성형시켜주겠네 걱정없겠네~,Appearance,[3]
얘 때문에 블핑 성형금지 조항 붙은거잖아ㅋ 엥간히 좀 하지,Appearance,[3]
어머니 진짜 고우시더라. 수수하게 해두 이쁘신데 꾸미시니 부잣집 어머니 같으심. 주름살두 그 연배에 많은 거 아니고 피부도 완전백옥.. 외모만 보면 고생 1도 안하고 관리만 하셨을 것 같이 고우심.,Appearance,[3]
지금 임현주 아나보고 부들거리는건 화장발 사진발 뒤에 숨은 꼴페미들인듯....지들보다 모든게 뛰어나니...,Appearance,[3]
악플 단 사람 면상은 어떤지..인성이 쓰레긴건 알겠고,Appearance,[3]
얼굴 터질라그러네 ㅋㅋ누가 마약해서 투애니원이 박살났을까?ㅋㅋ,Appearance,[3]
아줌마들 여자 연예인 하나 잡았다고 물어뜯고 날리 났네 주접 그만 떠시고 잠이나 자세요 ^^얼굴 가지고 못되게생겼네 그쪽 얼굴이나 잘 관리하시고 수사는 경찰이 알아서 하니깐아 그리고 아줌마들 지금 자면 피부상하니깐 팩 하고자요~~,Appearance,[3]
지창욱 저 사이에 잇으니까 성형티 확나는데?,Appearance,[3]
홍자매 재밌기만하던데ᆢ 왜 안티들이 있는지ᆢ보다가 체널 돌리면되요ᆢ요즘 일반인들도 성형하는데ᆢ어제 홍진영짜장면~~완전 ㅋㅋ,Appearance,[3]
화장끼 없는 얼굴이라고라,Appearance,[3]
소 장 각 이다. 부칸도야지 께서 내려주시는 문죄앙의 얼굴에. 💩 칠한 사진.ㅡ관심 가져주시어 감개무랑하는 문 좌빨.ㅡ부칸삐라 구함.,Appearance,[3]
전형적인 남자 몸 좋은 거 좋아할 면상(=성형monster),Appearance,[3]
찾아본다고 노력한건 좋은데 장묘시설내에서 처리가 끝나면 폐기물이 아닌게 맞음 ㅇㅇ근데 처리를 끝낸게 아니라 화장 후의 부산물을 갖고 나와서 집에 뒀자나?그건 폐기물이 맞고그걸 도로 장묘시설에 가져가서 납골당 같은곳에 보관하면 괜찮은데그냥 뒷마당에 뿌렸자나??? 이건 폐기물 관리법 위반이 맞음 ㅇㅇ멍청한놈 ㅋㅋ,Appearance,[3]
남자 저정도 외모면 북한에서 ㅆㅅㅌㅊ아니냐? 국적세탁하면 김치녀도 따먹을 클라스아니냐??,"Racism, Appearance","[5, 3]"
아 진심 보자마자 조팔 육성으로 욕했노 진짜 좆국갈잦들 못생겼지만 이새끼는 그중에서도 ㅆㅆㅎㅌㅊ노 와 후팔 어떻게 저렇게생기노?,"Racism, Appearance","[5, 3]"
말레이시아랑 인도네시아 여자 존나 못생겼던데,"Racism, Appearance","[5, 3]"
양키충들도 루저페이 강요하고 유럽쪽에는 결혼할때 여자 돈 더쓰게 하는 새끼들 천지임 이게 다 경제력과 와꾸의 빻음에서 오는거다 고로 연봉 2억 이하 남자는 국적불문하고 걸러야 함,"Racism, Appearance","[5, 3]"
시발 일게이들 똥남아 개극혐 이러더니이자스민 안들 잘생기니 시무룩행똥쏭이 아니라 니들이 못생긴겨 4대천황처럼 생긴것들아,"Racism, Appearance","[5, 3]"
흑성님들 딱밤 한대로 재기시키기 가능할듯 워낙에 한남충들이 피지컬 개 빻아서ㅋㅋ,"Racism, Appearance","[5, 3]"
러시아 여성들은 돈 많고 잘생긴 냄져 아니면 쳐다보지도 않음 근데 한냄이들은 돈도 없고 와꾸가 빻았는데 도대체 뭘 믿고 저러노 ㅈㅉ,"Racism, Appearance","[5, 3]"
시발 일게이들 똥남아 개극혐 이러더니이자스민 안들 잘생기니 시무룩행똥쏭이 아니라 니들이 못생긴겨 4대천황처럼 생긴것들아,"Racism, Appearance","[5, 3]"
탈 코르셋이니 어쩌니 하면서 여자를 사회적 틀속에서 꺼내달라더니 이혼남이랑 결혼 왜하냐고 하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 이혼남이 무슨상관이고 여자는 조신하게 돈많은사람은 무조건 걸러야함? 진짜 외모지적하는거보면 역겹네.,Appearance,[3]
남자 저정도 외모면 북한에서 ㅆㅅㅌㅊ아니냐? 국적세탁하면 김치녀도 따먹을 클라스아니냐??,"Racism, Appearance","[5, 3]"
러시아 여성들은 돈 많고 잘생긴 냄져 아니면 쳐다보지도 않음 근데 한냄이들은 돈도 없고 와꾸가 빻았는데 도대체 뭘 믿고 저러노 ㅈㅉ,"Racism, Appearance","[5, 3]"
흑성님들 딱밤 한대로 재기시키기 가능할듯 워낙에 한남충들이 피지컬 개 빻아서ㅋㅋ,"Racism, Appearance","[5, 3]"
말레이시아랑 인도네시아 여자 존나 못생겼던데,"Racism, Appearance","[5, 3]"
양키충들도 루저페이 강요하고 유럽쪽에는 결혼할때 여자 돈 더쓰게 하는 새끼들 천지임 이게 다 경제력과 와꾸의 빻음에서 오는거다 고로 연봉 2억 이하 남자는 국적불문하고 걸러야 함,"Racism, Appearance","[5, 3]"
와꾸만봐도 좆슬람 좆들은 그나마 아들감수준이라도됌 한남좆 와꾸는 좆팔,"Racism, Religion, Appearance","[5, 6, 3]"
와꾸만봐도 좆슬람 좆들은 그나마 아들감수준이라도됌 한남좆 와꾸는 좆팔,"Racism, Religion, Appearance","[5, 6, 3]"
대체로 무슬람들의 민속놀이인 돌림빵도 페미들은 넘 뚱뚱한 자체이뮨이 있어서 안당할 자신이 있어서 저러는듯ㅋㅋ 자기들이 자극해서 무슬림 강간사건나도 지들하고는 무관함ㅋㅋ 오히려 이쁜애들이 당했으면 하는 마음도 조금은 반영되서 저러는듯 욕구불만이라는게 저렇게 심각한거다,"Religion, Appearance","[6, 3]"
위에 벌써 예수쟁이들 몰려와서 변명늘어놓는거보소ㅋㅋㅋ 저러니까 개독소리듣는건데 지들만 모름저새끼들 공룡이고 뭐고 전부 주작이라고 생각함 그냥 정신병자들,"Religion, Appearance","[6, 3]"
562련 좆나 개빻은 새끼를 다 만나느라 욕봤노. 천주교면 공평하게 낙태도 반대하고 똥꼬충도 혐오해야지 취사선택하는 건 또 무슨 애비뒤지는 개소리노? 똥꼬충도 꼴에 냄져라고 같은 냄져한테만 그 잘난 종교 배반해 가면서까지 선택적 공감능력 오지노.,"Religion, Appearance","[6, 3]"
562련 좆나 개빻은 새끼를 다 만나느라 욕봤노. 천주교면 공평하게 낙태도 반대하고 똥꼬충도 혐오해야지 취사선택하는 건 또 무슨 애비뒤지는 개소리노? 똥꼬충도 꼴에 냄져라고 같은 냄져한테만 그 잘난 종교 배반해 가면서까지 선택적 공감능력 오지노.,"Religion, Appearance","[6, 3]"
위에 벌써 예수쟁이들 몰려와서 변명늘어놓는거보소ㅋㅋㅋ 저러니까 개독소리듣는건데 지들만 모름저새끼들 공룡이고 뭐고 전부 주작이라고 생각함 그냥 정신병자들,"Religion, Appearance","[6, 3]"
대체로 무슬람들의 민속놀이인 돌림빵도 페미들은 넘 뚱뚱한 자체이뮨이 있어서 안당할 자신이 있어서 저러는듯ㅋㅋ 자기들이 자극해서 무슬림 강간사건나도 지들하고는 무관함ㅋㅋ 오히려 이쁜애들이 당했으면 하는 마음도 조금은 반영되서 저러는듯 욕구불만이라는게 저렇게 심각한거다,"Religion, Appearance","[6, 3]"
전주년들이 겁나 이쁘긴 함. 뚱뚱한년들 별로 없고,"Origin, Appearance","[7, 3]"
