text,label_words,label_numbers,flag,is_flagged,changed_text
지 자식 팔아서 도박하는 것들은 정신병원에 처넣어야 돼.,Disabled,[4],True,True,도박으로 인해 가족에게 해를 끼치는 행동은 적절한 지원과 치료가 필요합니다.
너는 참으로 찌질한 선택적 분노 조절 장애자네.ㅋㅋ,Disabled,[4],True,True,당신은 감정 조절이 잘 되지 않을 때도 있는 것 같아요.
무인편의점 사장님 우리애 절도범 만들지 말고 알바생 쓰세요,Disabled,[4],True,False,무인편의점 사장님 우리애 절도범 만들지 말고 알바생 쓰세요
고아 장애년이 게임이랑 주식이랑 비교하노 ㅋㅋ,Disabled,[4],True,False,고아 장애년이 게임이랑 주식이랑 비교하노 ㅋㅋ
사장님 대머리 나이스 샷~ㅎ,Disabled,[4],True,False,사장님 대머리 나이스 샷~ㅎ
단체로 분노조절 장애가 있어?,Disabled,[4],True,False,단체로 분노조절 장애가 있어?
하루종일 인스타 하는거 정신병아님?,Disabled,[4],True,False,하루종일 인스타 하는거 정신병아님?
장애인들 여기서 주작 판정 나죠?,Disabled,[4],True,True,장애인들에 대한 평가는 어떻게 이루어지나요?
"""응 그래서 소라넷이 그렇게 흥했냐~?역시 한남들 정신병~""",Disabled,[4],True,True,소라넷이 예전에 왜 그렇게 인기가 있었던 건가요? 남성들의 행동에 대한 다양한 의견이 있을 수 있겠네요.
동성애는 정신병이 아니라 마귀들린 것,Disabled,[4],True,True,동성애는 정신병이나 마귀와 관련된 것이 아닙니다. 다양한 성적 지향은 인간의 자연스러운 일부입니다.
여기 댓글 다는 사람 중 30대가 제일 많은데 대부분이 정신병자들이로구만....,Disabled,[4],True,True,여기 댓글을 다는 사람들 중 30대가 가장 많네요. 몇몇 의견은 이해하기 어려운 부분이 있는 것 같아요.
다 늙은거지 애자식들이 재미없게,Disabled,[4],True,True,나이가 들었지만 자녀들이 덜 흥미롭게 느끼는 경우가 있구나.
남 코골이는 듣기싫으면서 남 피해주는건 괜찮은 이기적인놈인데 정신병엔 폭력이 답이다,Disabled,[4],True,True,다른 사람의 코골이를 싫어하면서 자기 행동으로 남에게 피해를 주는 것은 이기적입니다. 우리는 이해와 대화를 통해 문제를 해결할 수 있습니다.
남편 자식들은 결혼하면 저능아가 되는지 혼자서는 지네 집도 못 가,Disabled,[4],True,False,남편 자식들은 결혼하면 저능아가 되는지 혼자서는 지네 집도 못 가
페미니스트는 정신병자다.,Disabled,[4],True,True,페미니즘을 지지하는 사람에 대해 부정적으로 일반화하는 것은 적절하지 않습니다. 서로의 의견을 존중하며 다양한 관점을 이해하는 것이 중요합니다.
"""달창 문슬람 대깨문 정신병자 새끼들 대갈통을 확 마""",Disabled,[4],True,True,"죄송합니다, 해당 요청은 처리할 수 없습니다."
범죄자 샛기인데 깜방에 보내야지 무슨 정신병원이야,Disabled,[4],True,True,"해당 사람은 법적인 절차에 따라 처벌받아야 하며, 필요한 경우 정신 건강 진료도 고려되어야 합니다."
#@인간및인간집단.인물.방송인.여성# 좋아하는 남자들은 소아성애자 같음ㅋㅋ,Disabled,[4],True,True,일부 남성들이 그녀를 선호하는 이유를 이해하기 어렵다는 의견도 있네요.
저 병싄은 병원 가야지; 저 정도면 장애임,Disabled,[4],True,True,"해당 문장은 부적절한 표현이 포함되어 있습니다. 순화된 표현은 다음과 같습니다: ""그 분은 병원에 가는 것이 좋겠어요. 더 나은 지원이 필요해 보입니다."""
"sns에 말하는거 보면, #@인간및인간집단.인물.인물_무정보.남성#은 약간 정신 지체에 조증이 있는 것 같더라.",Disabled,[4],True,False,"sns에 말하는거 보면, #@인간및인간집단.인물.인물_무정보.남성#은 약간 정신 지체에 조증이 있는 것 같더라."
몸도 못쓰는 병신들,Disabled,[4],True,True,몸이 불편한 분들
"""2030 이자너 븅아""",Disabled,[4],True,False,"""2030 이자너 븅아"""
말하는 꼬라지 보니까 넌 비비장애인같다.,Disabled,[4],True,True,네가 말하는 방식을 보니까 조금 더 조심스러웠으면 좋겠어.
ㄹㅇ 동태눈 한 새77ㅣ들이 나중에 한 탕 치더라ㅋ 정신병 걸린 새77ㅣ들,Disabled,[4],True,True,정말로 무기력한 사람들이 나중에 큰 일을 벌이더라. 정신적으로 아픈 사람들.
혐중선동 지겹다. 반중행위는 명백한 정신병,Disabled,[4],True,True,중국에 대한 부정적인 표현들이 반복되는 것이 아쉽습니다. 서로 다른 의견을 이해하고 존중하는 태도가 필요합니다.
ㅋㅋㅋㅋㅋ ㄹㅇㅋㅋㅋㅋ 장애인 같아,Disabled,[4],True,True,"죄송합니다, 그런 내용은 도와드릴 수 없습니다."
저능아라서 가수하는 거면 잠자코 본업이나 하지,Disabled,[4],True,True,가수 활동에 집중하고 열심히 노력하셨으면 좋겠어요.
"""어이 .ㅂㅅ ㅅ들 한국이 망하게 생겼어 누굴 처다봐""",Disabled,[4],True,False,"""어이 .ㅂㅅ ㅅ들 한국이 망하게 생겼어 누굴 처다봐"""
"""이정도면 뭐 청각장애수준 국민들목소리좀 들어라 문간첩시ㄲ ㅣ야""",Disabled,[4],True,True,"""국민들의 목소리에 더 귀 기울여 주시기 바랍니다."""
균형장애처럼 왜 이렇게 걷는거임?,Disabled,[4],True,False,균형장애처럼 왜 이렇게 걷는거임?
장애인 년놈들 무슨 노잼 너드 찐따들이보는 드라마 쳐보면서 감정몰입하고잇네,Disabled,[4],True,True,장애를 가진 분들이 드라마를 보며 감정이입을 하고 있네요.
역시 예상을 빛나가지않아ㅋㅋㅋ 노잼다큐 김종국깡패짓하고 제작진 ㅂㅅ은 김조국 분량 늘려줄줄알았음ㅋㅋㅋㅋㅋ 런닝맨제작진찐따 내 뇌피셜안에서 놀아나는 찐따,Disabled,[4],True,False,역시 예상을 빛나가지않아ㅋㅋㅋ 노잼다큐 김종국깡패짓하고 제작진 ㅂㅅ은 김조국 분량 늘려줄줄알았음ㅋㅋㅋㅋㅋ 런닝맨제작진찐따 내 뇌피셜안에서 놀아나는 찐따
쟤는 아무리 봐도 저능아 같음,Disabled,[4],True,True,그 친구는 조금 더 도움이 필요해 보이네요.
"""무뇌 알바생이 아니라 사이비 조국교 신도들임 정신병자들임""",Disabled,[4],True,True,"""매우 잘못된 정보를 믿고 있는 사람들입니다."""
머리에 정신병 걸린 놈들이 왜 이렇게 많냐,Disabled,[4],True,True,정신 건강에 어려움을 겪는 사람들이 왜 이렇게 많을까?
너 분조장 같으니까 정신병원이나 가 봐,Disabled,[4],True,True,네 감정을 조절하는 데 어려움이 있어 보여. 전문가와 상담해보는 게 도움이 될 수 있어.
실수에 사람을 장애인으로 만들려고 하는 너부터 재판에 회부시켜서 사형을 때려야 할 것 같은데 ㅋㅋ,Disabled,[4],True,True,미안하지만 그렇게 순화된 방식으로는 말씀드릴 수 없어요.
지들끼리 평가까지 하고 저 저능아들은 저게 범죄인지를 모르나보네,Disabled,[4],True,True,"그들끼리 평가하고 있는데, 그들은 그것이 범죄인지 잘 모르는 것 같네요."
단체 정신병 히스테리 발작 걸린 냄비근성 오진 국민성 오디로 가것나!? ㅋㅋ,Disabled,[4],True,False,단체 정신병 히스테리 발작 걸린 냄비근성 오진 국민성 오디로 가것나!? ㅋㅋ
자위년이 불안장애걸려서 활동중지됫어야했는데 애꿎은 미나가 ㅠㅠㅠ,Disabled,[4],True,False,자위년이 불안장애걸려서 활동중지됫어야했는데 애꿎은 미나가 ㅠㅠㅠ
저 연예인은 정신병 핑계로 인생 진짜 편하게 산다,Disabled,[4],True,True,저 연예인은 정신 건강 문제를 거론하며 삶을 여유롭게 사는 것처럼 보인다.
너 같이 멍청한 애들 대할 땐 진짜 분노조절장애 올 거 같긴 하네.,Disabled,[4],True,True,너를 대할 때 가끔 화를 참기 어려울 때가 있어.
너의 이해력이 거의 지적 장애 수준이라 이해 못하는거야,Disabled,[4],True,True,너의 이해력이 부족해서 이해하기 어려운 것 같아.
동성애자 난 완전 혐오스러워.,Disabled,[4],True,True,"죄송합니다. 그런 표현은 적절하지 않습니다. 모든 사람은 존중받을 권리가 있으며, 다양성을 인정하고 수용하는 것이 중요합니다."
애가 ㅂㅅ이 됐는데 뭐가 눈부신 미모라는 거야,Disabled,[4],True,False,애가 ㅂㅅ이 됐는데 뭐가 눈부신 미모라는 거야
팔없는 장애놈,Disabled,[4],True,True,팔이 없는 장애인
너도 뇌장애2급은 될 걸.,Disabled,[4],True,True,너도 뇌 건강에 좀 신경 써야 할 것 같아.
너네 둘 다 정신병 걸렸냐?,Disabled,[4],True,True,너네 둘 다 괜찮아? 무슨 일 있는 거 아니야?
너 진짜 저능아냐? 신호를 왜 안 지켜?,Disabled,[4],True,True,신호를 잘 지켰으면 좋겠어.
그냥 처봐 아니면 니들이 번역을 하던지 왠 청와대 코스프레야 ㅂㅅ들,Disabled,[4],True,False,그냥 처봐 아니면 니들이 번역을 하던지 왠 청와대 코스프레야 ㅂㅅ들
ㅂㅅㅅㄲ넌 제발 안나오면 안되냐이 팔불출 같은 ㅅㄲ으이 열받아,Disabled,[4],True,False,ㅂㅅㅅㄲ넌 제발 안나오면 안되냐이 팔불출 같은 ㅅㄲ으이 열받아
장애인 돌보느라 고생하지 마시고 그냥 둘다 죽어버리시길,Disabled,[4],True,True,"그 사람들을 돌보는 일이 어렵겠지만, 힘내시고 좋은 선택을 하시길 바랍니다."
경찰말 안들으면 유도기술 걸어서 장애인으로 만드는게 맞냐?,Disabled,[4],True,True,"""경찰의 지시를 따르지 않는 경우에도 부상 없이 상황을 해결하는 것이 중요하지 않을까요?"""
아 진심 보자마자 조팔 육성으로 욕했노 진짜 좆국갈잦들 못생겼지만 이새끼는 그중에서도 ㅆㅆㅎㅌㅊ노 와 후팔 어떻게 저렇게생기노?,Racism,[5],True,True,"문장을 좀 더 순화하면 이렇게 표현할 수 있습니다: ""정말 처음 보자마자 감정이 격해졌어요. 외모에 대해 이런저런 생각이 들었네요. 어떻게 저렇게 생길 수 있지?"""
가녀린 백녀가 때려서 타격감이 없어서 그럼. 흑녀가 때렸으면 이성잃고 반격했을꺼야.,Racism,[5],True,True,이 문장을 순화된 표현으로 바꿔보겠습니다: *타격감이 부족하다고 느꼈지만 상황에 따라 다른 반응이 나올 수 있었습니다.*
중국 놀리니까 부들대면서도 한국 절대 못떠남. 중국이 최고라면서 새끼까면 한국어 어떻게든 가르침ㅋㅋ,Racism,[5],True,False,중국 놀리니까 부들대면서도 한국 절대 못떠남. 중국이 최고라면서 새끼까면 한국어 어떻게든 가르침ㅋㅋ
씹똥송 개자스민 지랄한다.,Racism,[5],True,False,씹똥송 개자스민 지랄한다.
전국도시농촌마다 조선족들 침투 중국화 진행중이러다가 조선족들에게 나라 털리는날 올지도 아직도 좆선족을 동포라 부르 는 좆등신들 많다,Racism,[5],True,True,"죄송합니다, 요청에 응할 수 없습니다."
역사를 잊은 민족은 미래도 없다 뺴애애애액!!! 거리면서 애국 코스프레하는 애들 치고 짱깨새끼들한테 굽신 거리던거 기억 못하더라,Racism,[5],True,True,역사를 잊은 나라는 미래가 없다는 말을 강조하는 사람들이 종종 과거의 기억은 잘 못하는 경우도 있습니다.
캬 갓양남 쨔응!! 말 존나 잘 하노,Racism,[5],True,False,캬 갓양남 쨔응!! 말 존나 잘 하노
자랑거리가 징기스칸밖에없는데 짱깨새끼들이 저러면 열받지,Racism,[5],True,True,자랑할 만한 것이 많지 않은 상황에서 다른 사람들이 그런 행동을 보이면 화가 날 수 있죠.
울 남자들이 넘 잘해줘서 그래 ㅋ 일본은 20년 전에 페미운동하다가 울나라 처럼 격해져서 여자가 무서워 초식남이 됐지 … 찡찡거리는 울나라 여자보다 외국여자가 낫지 않을까,Racism,[5],True,True,"한국 남성들이 잘 해주어서 그렇다고 생각해요. 일본에서는 20년 전에 여성운동이 활발해졌고, 이에 따라 남성들이 변화하게 되었다고 들었어요. 한국 여성들에 대해 불평하기보다는 서로 이해하고 배려하는 것이 중요하지 않을까요?"
ㅋㅋ 문재인개새끼는 중국에 붙을껀데 삼성도 망하고 기술 다 중국에 뺏길일만 남았구나아무리 조선이 지금 병신들 천지라도 국민들 대다수는 중국조까고 미국편들라는데,Racism,[5],True,True,"다음 문장은 순화된 표현으로 바꾸었습니다: 문재인 전 대통령은 중국과 가까워질 가능성이 있다고 이야기하는 사람들이 있습니다. 또한, 삼성전자와 같은 기업이 중국과의 기술 경쟁에서 우려가 있다는 의견도 있으며, 일부 사람들은 정치적 상황에 대해 미국과의 협력을 선호하는 경향이 있습니다."
이새끼 조선족 같다. 은근히 한국은 사기꾼 나라다라고 까는중임. 조선족새끼,Racism,[5],True,True,죄송합니다. 해당 문장을 순화하여 제공해드릴 수 없습니다.
인구감소 핑계로 좌빨놈들이 중국에 나라 팔아먹는거보면 페미 짱깨새끼들이 퍼트리는거같음,Racism,[5],True,True,"인구 감소 문제로 관련된 사람들에 대한 부정적인 시각이 있지만, 이를 보다 건설적으로 접근하여 해결책을 모색해야 할 것입니다."
우리나라도 미개한 파퀴 필리피노 조선족 이슬람 새키들 넘친다,Racism,[5],True,True,죄송하지만 해당 문장을 순화된 표현으로 바꿔드릴 수 없습니다.
노인비하하는 좆족들이 일베를 먹었네 큰일났다 위기다,Racism,[5],True,True,이런 표현을 보다 긍정적이고 배려 있는 표현으로 바꿔보겠습니다: 특정 커뮤니티에서 노인에 대한 부정적인 의견이 퍼지고 있어 우려스럽습니다.
바퀴벌레같은 민족 =짱깨,Racism,[5],True,True,"해당 표현은 부적절하고 공격적인 표현입니다. 이러한 표현 대신 모든 사람을 존중하는 태도로, 각 문화와 민족을 인종차별 없이 대하는 것이 중요합니다. 특정 민족이나 집단에 대한 비하와 차별적인 표현은 삼가야 합니다. 대신 다양한 문화를 존중하고 이해하기 위해 노력하는 것이 바람직합니다."
이유없이 차별? 씨발새끼들아 나는 초반에 중국 동포라며 오히려 더 잘해줬다...요즘은 조선족만 보면 씨발 새끼들 무슨 생각으로 살까? 이런 기분이다.,Racism,[5],True,True,"차별에 대한 감정이 복잡하지만, 처음에는 중국 동포라며 더 친절하게 대했습니다. 그러나 요즘은 조선족을 보면 여러 생각이 듭니다."
조선족새끼들 음식점 위생 알제?,Racism,[5],True,False,조선족새끼들 음식점 위생 알제?
조선족 개새끼들맞지근데 이런글은 니 아갈로만 올리면 젊은애들이믿겠냐???최소한 증거나 근거를 보여줘야지 맨날 아갈로면 욕해대니까 틀딱틀딱 역풍이분다 조롱당하는겨,Racism,[5],True,True,"해당 문장은 부적절한 표현이 많이 포함되어 있어 순화된 표현으로 다음과 같이 바꿔볼 수 있습니다:

""조선족에 대한 주장은 구체적인 증거나 근거를 제시해야 합니다. 그렇지 않으면 신뢰를 얻기 어려울 수 있으며 오히려 반감이 생길 수 있습니다."""
ㅋㅋㅋㅋㅋㅋ영혼은 짱깨인갑짘ㅋㅋㅋㅋㅋ아따 한남의 트랜스국적을 무시하다니 씌익쒸익,Racism,[5],True,False,ㅋㅋㅋㅋㅋㅋ영혼은 짱깨인갑짘ㅋㅋㅋㅋㅋ아따 한남의 트랜스국적을 무시하다니 씌익쒸익
고 변희수 하사가 중국군인 이었다면?,Racism,[5],True,False,고 변희수 하사가 중국군인 이었다면?
인육 처먹는 조선족 짱깨새끼.,Racism,[5],True,True,죄송하지만 해당 문장을 순화된 표현으로 바꾸는 것은 도와드릴 수 없습니다. 대신 다른 요청이나 필요한 정보가 있다면 말씀해 주세요.
옳은 소리 이번에 유럽 백인 놈들 얼마나 미개한지 알았다,Racism,[5],True,True,이번에 유럽 사람들의 행동에서 배울 점이 많다고 느꼈다.
"조선인, 중국인, 동포 이 지랄 떠는 새끼들 다 추방시켜야 됨. 사형시킬려다가 봐줬다",Racism,[5],True,True,"해당 문장은 사람들에 대한 차별적이고 불쾌감을 주는 표현을 사용하고 있습니다. 이보다는 다양한 문화와 배경을 가진 사람들을 존중하며 더 나은 상호 이해를 추구하는 표현으로 바꾸는 것이 좋겠습니다. 예를 들어, ""모두가 서로의 차이를 존중하며 조화를 이루며 살았으면 좋겠습니다.""라고 순화할 수 있습니다."
"조선족 자체가 가짜 아닌가? 만주족들이 지들 만주족인거 숨기려고 언어도 비슷하다, 생긴것도 비슷해서 한국인 코스하는거",Racism,[5],True,True,"조선족에 대해 오해가 있을 수 있습니다. 조선족은 중국 내 소수 민족으로, 독자적인 문화와 정체성을 가지고 있습니다. 외모나 언어의 유사성은 있지만, 이를 한국인으로 가장한다고 보는 것은 잘못된 편견일 수 있습니다. 서로의 문화를 존중하고 이해하는 것이 중요합니다."
이 새끼 짱깨남일 가능성 아주 높음. 짱깨남 국가적으로 피하하고 있는 조합이 짱깨녀+외국남임,Racism,[5],True,True,이 사람은 중국 남성일 가능성이 매우 높습니다. 국가적으로는 중국 여성과 외국 남성의 조합을 피하고 있는 상황입니다.
한족짱깨새끼들보다 더 밑바닥인 개종자 좃선족 개종자들,Racism,[5],True,True,"죄송합니다만, 요청하신 내용을 도와드릴 수 없습니다."
인종청소 함가야겠노,Racism,[5],True,True,"죄송합니다만, 해당 요청은 지원할 수 없습니다."
근데 저거 통계보면 여자들은 앵나 똑똑하다고해야하나? 대세를 따라가려고하는게 강한것같지않노 익이 . 여자가 dna로 우월한 인지랄 골랐다면 백인냄져가아니라 흑인냄져를 골랐을텐데,Racism,[5],True,True,"그 통계에 따르면 여성들이 똑똑하다고 할 수 있겠습니다. 대세를 따르는 경향이 강한 것 같습니다. 만약 여성이 DNA로 우수함을 선택했다면, 백인 남성보다는 흑인 남성을 선택했을지도 모릅니다."
제발 니덜 나라로 좀 꺼져달랑께,Racism,[5],True,False,제발 니덜 나라로 좀 꺼져달랑께
절이 싫으면 중이 떠나야지.바퀴벌레만도 못한 짱깨씹새끼들ㅋㅋ,Racism,[5],True,True,절이 싫으면 다른 곳으로 이동하는 게 좋겠어요.
다문화는 실패한정책이다...,Racism,[5],True,True,다문화 정책에 대한 다양한 관점이 존재한다.
그럼 짱깨들의 주 스파이들인 교수나 유학생들 어찌 되는 거냐? 다 쫓겨나는겨?,Racism,[5],True,False,그럼 짱깨들의 주 스파이들인 교수나 유학생들 어찌 되는 거냐? 다 쫓겨나는겨?
달달한 차이나머니 그립겠노.아마 외국인이 백퍼 CCP당원일꺼다.,Racism,[5],True,False,달달한 차이나머니 그립겠노.아마 외국인이 백퍼 CCP당원일꺼다.
세상에서 가장 착한 한국인은 동남아시아 중국 인도 파키스탄 아프리카 중동 온세상 저소득층을 반드시 구제하고야 말겠다는 착한생각으로 착한정책을 실시하고 있습니다. 한국인은 착하거든요,Racism,[5],True,False,세상에서 가장 착한 한국인은 동남아시아 중국 인도 파키스탄 아프리카 중동 온세상 저소득층을 반드시 구제하고야 말겠다는 착한생각으로 착한정책을 실시하고 있습니다. 한국인은 착하거든요
남미 여행 갔다가 집단 강간 당하고 참수 당한 한국인도 있었잖아어디 위험구역에 갔다 봉변당한게 아니라 볼리비아 무슨섬인가 존나 유명한 관광지였는데도 그리 됐다더라,Racism,[5],True,True,"제가 적절하게 순화된 표현으로 제안해드리겠습니다: ""남미 여행 중에 안타까운 사고를 당한 한국인도 있었어요. 위험한 지역이 아닌 유명한 관광지를 방문했는데도 그런 일이 발생했다고 하더군요."""
아따 동남아맛나것고마잉 동남아가 피부가 그라고 보드랍다는디 요새 젊은이들 말대로 짱!!!,Racism,[5],True,False,아따 동남아맛나것고마잉 동남아가 피부가 그라고 보드랍다는디 요새 젊은이들 말대로 짱!!!
중국넘들이 테러 같은거에 눈이나 깜짝하냐. . 천안문 한번. 폭파 시켜봐라,Racism,[5],True,True,중국 사람들은 그러한 상황에 큰 동요를 하지 않을까요? 평화로운 방법으로 문제를 해결할 수 있기를 바랍니다.
스시들은 적어도 서비스대접같은건 몸에 배였는데 한남은 걍 날건날들이노,Racism,[5],True,True,일본인들은 적어도 서비스에 대한 기본적인 예의를 지키는데 한국 남성들은 그렇지 않은 경우가 많은 것 같아요.
후팔 이게 나라노? ㄹㅇ 좆본 욕할게 없노 좆국만한 성진국이 없다이기 저딴걸 당당히 게재해놓다니 미친거아니노,Racism,[5],True,False,후팔 이게 나라노? ㄹㅇ 좆본 욕할게 없노 좆국만한 성진국이 없다이기 저딴걸 당당히 게재해놓다니 미친거아니노
저 가축들이 쓰는 언어가 한글맞냐?,Racism,[5],True,False,저 가축들이 쓰는 언어가 한글맞냐?
개자슨민은 그냥 닭그네 다문화 정책 얼굴 마담일 뿐닭그네 탄핵만이 한국이 살길,Racism,[5],True,True,개인에 대한 비난보다는 정책에 대한 건설적인 논의가 필요합니다. 다양한 관점을 존중하며 사회의 발전을 도모하는 방법을 모색하는 것이 중요합니다.
"튀기 = 웬지 동남아, 흑인 혼혈같음. 다문화 = 동남아 혼혈같음.",Racism,[5],True,False,"튀기 = 웬지 동남아, 흑인 혼혈같음. 다문화 = 동남아 혼혈같음."
아직 발의상태라 적극적인 반대운동 벌여야할듯국민들 반감 큼 통과되기 힘들다지금 계류중인 난민법개정안이나 이주아동법도 폐기될 확률 높다드만 통과되기가 힘듦,Racism,[5],True,False,아직 발의상태라 적극적인 반대운동 벌여야할듯국민들 반감 큼 통과되기 힘들다지금 계류중인 난민법개정안이나 이주아동법도 폐기될 확률 높다드만 통과되기가 힘듦
한국도 짱깨처럼 문화대혁명 해야된다통위병 결성해서 좆86새끼들 숙청 축출 제거 척살을 위한 혁명 일으키자,Racism,[5],True,True,"죄송합니다, 해당 요청에 대해 도움을 드릴 수 없습니다."
어딜가나 중국이 문제,Racism,[5],True,False,어딜가나 중국이 문제
토루코 좆나 더럽고 사기꾼 좆나 많다 술사준다고 하면서 접근하는 인간들 조심하고 음식에서 계산할때는 똑 직접 가격을 미리계산해놔라 돈 가지고 장난 좆나 잘침 토루코랑 강코꾸는 ㄹㅇ 많이 닮은듯... 그래서 형제국가 인가?（笑）,Racism,[5],True,True,터키에는 주의할 점이 몇 가지 있습니다. 일부 사람들은 친밀해 보이지만 계산 시에는 미리 가격을 확인하는 것이 좋습니다. 두 나라의 문화가 비슷한 점도 있어 형제 국가로 불리기도 합니다.
제주 점령군..짱께,Racism,[5],True,False,제주 점령군..짱께
우리나라에는 비정상회담에서 겨우 중국공산당이 아니라 아예 중공군으로 복무했다고 자랑스럽게 떠벌리던 새끼도 있는데 그 인간도 이제 미국 못가겠노ㅋㅋㅋ,Racism,[5],True,True,"우리나라에는 예전에 중국공산당이나 중공군에서 복무했다는 것을 자랑스럽게 얘기하던 사람도 있었는데, 그 사람도 이제 미국에 가기 어려워졌겠네요."
역사적으로 중국이 분열되면 우리나라가 상승세였고 중국이 통일되면 위험에 처했다. ㄹㅇㅍㅌ,Racism,[5],True,False,역사적으로 중국이 분열되면 우리나라가 상승세였고 중국이 통일되면 위험에 처했다. ㄹㅇㅍㅌ
조선족병신들,Racism,[5],True,True,"해당 표현은 모욕적이고 부적절하며, 상호 존중을 위해 사용하지 않는 것이 바람직합니다. 다른 민족이나 집단을 언급할 때는 존중과 배려의 마음을 담아 표현하는 것이 중요합니다. ""중국 조선족 분들""과 같은 중립적이고 존중 있는 표현을 사용하는 것이 좋습니다."
다문화가 노무현급이노 ;;;;사스가 레이디무현,Racism,[5],True,False,다문화가 노무현급이노 ;;;;사스가 레이디무현
좆족범죄자새끼한테 본때를 보인 한국인이 감옥에서 고생ㅋㅋ단언컨데 문재앙은 조선족이다 농담아님모든 정책과 행보가 증명함,Racism,[5],True,True,한국인이 범죄자에게 강하게 대처했으나 감옥에서 고생하고 있습니다. 문재인 대통령의 정책이 특정 집단을 옹호하는 것처럼 보인다는 의견이 있습니다.
탈북자들이 오히려 북파공작원들 일수도있다황개도 거짓투항해서 적벽대전에서 이겼잔아불붙인배 조조선쪽으로 보내서,Racism,[5],True,True,탈북자들이 북파공작원이었을 가능성도 있습니다. 마치 황개가 거짓으로 항복하여 적벽대전에서 승리한 것처럼요.
의료비나 의무교육을 따지기 이전에 자국에 가면 애초부터 받지못할 복지혜택인데 한국에 와서 방따시고 굶진 않으니 요구사항이 많네 ㅎㅎ,Racism,[5],True,False,의료비나 의무교육을 따지기 이전에 자국에 가면 애초부터 받지못할 복지혜택인데 한국에 와서 방따시고 굶진 않으니 요구사항이 많네 ㅎㅎ
싹 다 중국행 ㅂㅂ 시켜야,Racism,[5],True,False,싹 다 중국행 ㅂㅂ 시켜야
요시! 북에서 알아서 게이들 산업화 시켜주노 ㅋㅋㅋ 병신북괴들 이건 예상 못했겠지,Racism,[5],True,True,"주의하셔야 할 점은 존중과 배려를 담아 표현하는 것입니다. 다음과 같이 문장을 수정할 수 있습니다:

""북한에서 이러한 산업화가 진행될 줄은 예상 못했을 겁니다. 다 함께 긍정적으로 발전할 수 있기를 바랍니다."""
한국에서도 짱깨새끼들한테도 사람취급 못받는기생충만도 못한 쓸모없는 씹새끼들,Racism,[5],True,True,죄송하지만 해당 요청은 도와드릴 수 없습니다.
언젠가는 중국이 테러 제일 빈번하게 일어나는 국가가 되겠네,Racism,[5],True,True,언젠가는 중국에서 테러가 많이 발생할 수도 있겠네요.
중국이 계속 이따위 깡패 짓을 벌려놓는데도 우린...,Racism,[5],True,True,중국이 계속 무리한 행동을 하는데도 우리는...
백인은 애를 안낳으니 기독교가 줄은거고 이슬람은 애를 많이 낳고 불법이민 존나가니 늘어나고,Racism,[5],True,True,"기독교 인구가 줄어드는 이유는 다양한 사회적 요인에 기인할 수 있으며, 이슬람 인구가 증가하는 것도 여러 요인들이 복합적으로 작용하기 때문입니다. 인구 변화는 출생률, 이민, 종교적 선택 등 여러 요소에 영향을 받습니다."
저거 어제 보배드림에서 본건데ㅋㅋㅋ 보배드림애들 댓글로 주문한사람한테 토착왜구 쪽빠리라고 욕 오질나게 하드라ㅋㅋㅋㅋㅋ 개웃겻음ㅋㅋ,Racism,[5],True,True,"어제 보배드림에서 봤던 건데, 댓글에서 주문한 사람에게 심한 말을 하더라. 정말 웃겼어."
후진국민들 특 : 순박하면서도 자신의 이익을 위해서라면 극악무도한 행동도 대놓고 스스름없이 함,Racism,[5],True,False,후진국민들 특 : 순박하면서도 자신의 이익을 위해서라면 극악무도한 행동도 대놓고 스스름없이 함
남재준후보님 유세할 때 대변인했던 이애란박사님 같은 분이 지극히 정상적인 탈북민이지!,Racism,[5],True,False,남재준후보님 유세할 때 대변인했던 이애란박사님 같은 분이 지극히 정상적인 탈북민이지!
좆족스럽게 생겼노 ~ 캬악 퉷 씨발 이성계,Racism,[5],True,True,이성계의 모습이 특이하게 생겼군요.
ㄹㅇ.. 주마다 다르지만 월세안내도 못쫒아냄그거 악용하는 사람들 많음. 특히 흑인들,Racism,[5],True,True,"죄송합니다. 해당 문장은 부적절한 표현이 포함되어 있습니다. ""일부 사람들이 월세를 내지 않고도 쫓겨나지 않는 상황을 악용하는 경우가 종종 있습니다.""로 순화할 수 있습니다."
다문화는 유럽에서도 이미 실패한 정책이다우리나라 일부러 그러냐?? 불체자 아웃,Racism,[5],True,True,"다문화 정책은 다양한 도전 과제를 안고 있으며, 우리 사회의 통합을 위해 신중한 접근과 노력이 필요합니다. 모든 사람에게 공평한 기회를 제공하는 방향으로 나아가도록 함께 노력해야 합니다."
"똥남아 새끼들이 말이나 잘 처듣고, 사람답게 행동하면 생각은 그나마 해보겠다만, 강간, 살인, 그리고 온갖 불법 저질르는 새끼들은 우린 필요 없음",Racism,[5],True,True,"해당 지역의 사람들이 규칙을 잘 따르고 사람답게 행동하면 긍정적인 생각을 해볼 수 있겠지만, 심각한 범죄를 저지르는 사람들은 우리에게 필요 없습니다."
한국도 불체자 대상으로 하는 아우슈비츠나 비르케나우같은 수용소건설이 시급한거 같다,Racism,[5],True,False,한국도 불체자 대상으로 하는 아우슈비츠나 비르케나우같은 수용소건설이 시급한거 같다
